State,Category,Estabblishment
West Virginia,Metal tank (heavy gauge) ,5
West Virginia,Metal tank (heavy gauge) ,5
West Virginia,"Metal can, box, and other metal container (light gauge) ",4
West Virginia,"Machine shops; turned product; and screw, nut, and bolt ",132
West Virginia,Machine shops,120
West Virginia,Machine shops,120
West Virginia,"Turned product and screw, nut, and bolt ",12
West Virginia,Precision turned product ,9
West Virginia,"Bolt, nut, screw, rivet, and washer ",3
West Virginia,"Coating, engraving, heat treating, and allied activities",23
West Virginia,"Coating, engraving, heat treating, and allied activities",23
West Virginia,Metal heat treating,3
West Virginia,"Metal coating, engraving and allied services to manufacturers",11
West Virginia,"Electroplating, plating, polishing, anodizing, and coloring",9
West Virginia,Other fabricated metal product ,20
West Virginia,All other fabricated metal product ,19
West Virginia,"Small arms, ordnance, and ordnance accessories ",3
West Virginia,Fabricated pipe and pipe fitting ,3
West Virginia,All other miscellaneous fabricated metal product ,12
West Virginia,Machinery ,89
West Virginia,"Agriculture, construction, and mining machinery ",47
West Virginia,Construction machinery ,3
West Virginia,Construction machinery ,3
West Virginia,Mining and oil and gas field machinery ,44
West Virginia,Mining machinery and equipment ,42
West Virginia,Commercial and service industry machinery ,9
West Virginia,Commercial and service industry machinery ,9
West Virginia,Optical instrument and lens ,3
West Virginia,Other commercial and service industry machinery ,6
West Virginia,Metalworking machinery ,6
West Virginia,Metalworking machinery ,6
West Virginia,"Engine, turbine, and power transmission equipment ",3
West Virginia,"Engine, turbine, and power transmission equipment ",3
West Virginia,Other general purpose machinery ,23
West Virginia,Pump and compressor ,4
West Virginia,Pump and pumping equipment ,4
West Virginia,Material handling equipment ,4
West Virginia,Conveyor and conveying equipment ,4
West Virginia,All other general purpose machinery ,15
West Virginia,Industrial process furnace and oven ,4
West Virginia,All other miscellaneous general purpose machinery ,5
West Virginia,Computer and electronic product ,23
West Virginia,Computer and peripheral equipment ,4
West Virginia,Computer and peripheral equipment ,4
West Virginia,Computer terminal and other peripheral equipment ,3
West Virginia,Semiconductor and other electronic component ,6
West Virginia,Semiconductor and other electronic component ,6
West Virginia,Printed circuit assembly (electronic assembly) ,3
West Virginia,Other electronic component ,3
West Virginia,"Navigational, measuring, electromedical, and control instruments ",10
West Virginia,"Navigational, measuring, electromedical, and control instruments ",10
West Virginia,Analytical laboratory instrument ,3
West Virginia,"Electrical equipment, appliance, and component ",22
West Virginia,Electrical equipment ,16
West Virginia,Electrical equipment ,16
West Virginia,"Power, distribution, and specialty transformer ",3
West Virginia,Motor and generator ,4
West Virginia,Relay and industrial control ,7
West Virginia,Other electrical equipment and component ,5
West Virginia,All other electrical equipment and component ,3
West Virginia,Transportation equipment ,34
West Virginia,Motor vehicle body and trailer ,11
West Virginia,Motor vehicle body and trailer ,11
West Virginia,Motor vehicle body ,8
West Virginia,Motor vehicle parts ,12
West Virginia,Motor vehicle gasoline engine and engine parts ,3
West Virginia,Motor vehicle gasoline engine and engine parts ,3
West Virginia,Motor vehicle electrical and electronic equipment ,3
West Virginia,Motor vehicle electrical and electronic equipment ,3
West Virginia,Other motor vehicle parts ,3
West Virginia,Other motor vehicle parts ,3
West Virginia,Aerospace product and parts ,5
West Virginia,Aerospace product and parts ,5
West Virginia,Railroad rolling stock ,3
West Virginia,Railroad rolling stock ,3
West Virginia,Railroad rolling stock ,3
West Virginia,Furniture and related product ,50
West Virginia,Household and institutional furniture and kitchen cabinet ,42
West Virginia,Wood kitchen cabinet and countertop ,29
West Virginia,Wood kitchen cabinet and countertop ,29
West Virginia,Household and institutional furniture ,13
West Virginia,Nonupholstered wood household furniture ,7
West Virginia,Office furniture (including fixtures) ,4
West Virginia,Office furniture (including fixtures) ,4
West Virginia,Custom architectural woodwork and millwork ,3
West Virginia,Other furniture related product ,4
West Virginia,Mattress ,3
West Virginia,Mattress ,3
West Virginia,Miscellaneous ,84
West Virginia,Medical equipment and supplies ,42
West Virginia,Medical equipment and supplies ,42
West Virginia,Surgical appliance and supplies ,14
West Virginia,Dental laboratories,25
West Virginia,Other miscellaneous ,42
West Virginia,Sign ,19
West Virginia,Sign ,19
West Virginia,All other miscellaneous ,21
West Virginia,All other miscellaneous ,19
West Virginia ,Other general purpose machinery ,3
West Virginia ,Computer and electronic product ,6
West Virginia ,Semiconductor and other electronic component ,3
West Virginia ,Semiconductor and other electronic component ,3
West Virginia ,"Navigational, measuring, electromedical, and control instruments ",3
West Virginia ,"Navigational, measuring, electromedical, and control instruments ",3
West Virginia ,Transportation equipment ,5
West Virginia ,Furniture and related product ,12
West Virginia ,Household and institutional furniture and kitchen cabinet ,12
West Virginia ,Wood kitchen cabinet and countertop ,8
West Virginia ,Wood kitchen cabinet and countertop ,8
West Virginia ,,287
West Virginia ,Food ,18
West Virginia ,Animal slaughtering and processing,10
West Virginia ,Animal slaughtering and processing,10
West Virginia ,Animal (except poultry) slaughtering,5
West Virginia ,Meat processed from carcasses,3
West Virginia ,Bakeries and tortilla ,5
West Virginia ,Bread and bakery product ,5
West Virginia ,Retail bakeries,4
West Virginia ,Beverage and tobacco product ,6
West Virginia ,Beverage ,6
West Virginia ,Apparel ,4
West Virginia ,Cut and sew apparel ,4
West Virginia ,Wood product ,86
West Virginia ,Sawmills and wood preservation,46
West Virginia ,Sawmills and wood preservation,46
West Virginia ,Sawmills,40
West Virginia ,Wood preservation,6
West Virginia ,"Veneer, plywood, and engineered wood product ",5
West Virginia ,Household and institutional furniture ,4
West Virginia ,Nonupholstered wood household furniture ,3
West Virginia ,Miscellaneous ,14
West Virginia ,Medical equipment and supplies ,4
West Virginia ,Medical equipment and supplies ,4
West Virginia ,Surgical appliance and supplies ,4
West Virginia ,Other miscellaneous ,10
West Virginia ,Sign ,5
West Virginia ,Sign ,5
West Virginia ,All other miscellaneous ,4
West Virginia ,All other miscellaneous ,4
West Virginia ,"Veneer, plywood, and engineered wood product ",5
West Virginia ,Other wood product ,35
West Virginia ,Millwork,17
West Virginia ,"Cut stock, resawing lumber, and planing",12
West Virginia ,Other millwork (including flooring),4
West Virginia ,Wood container and pallet ,3
West Virginia ,Wood container and pallet ,3
West Virginia ,All other wood product ,15
West Virginia ,Prefabricated wood building ,4
West Virginia ,All other miscellaneous wood product ,11
West Virginia ,Printing and related support activities,17
West Virginia ,Printing and related support activities,17
West Virginia ,Chemical ,13
West Virginia ,Printing,16
West Virginia ,Commercial printing (except screen and books),13
West Virginia ,Commercial screen printing,3
West Virginia ,Basic chemical ,8
West Virginia ,Other basic inorganic chemical ,3
West Virginia ,Other basic inorganic chemical ,3
West Virginia ,Other basic organic chemical ,4
West Virginia ,Plastics and rubber products ,18
West Virginia ,Plastics product ,15
West Virginia ,"Plastics pipe, pipe fitting, and unlaminated profile shape ",4
West Virginia ,Plastics pipe and pipe fitting ,3
West Virginia ,Other plastics product ,10
West Virginia ,All other plastics product ,10
West Virginia ,Rubber product ,3
West Virginia ,Other rubber product ,3
West Virginia ,Nonmetallic mineral product ,29
West Virginia ,Glass and glass product ,5
West Virginia ,Glass and glass product ,5
West Virginia ,Glass product  made of purchased glass,3
West Virginia ,Cement and concrete product ,18
West Virginia ,Ready-mix concrete ,14
West Virginia ,Ready-mix concrete ,14
West Virginia ,Other concrete product ,3
West Virginia ,Other concrete product ,3
West Virginia ,Primary metal ,7
West Virginia ,Alumina and aluminum production and processing,4
West Virginia ,Alumina and aluminum production and processing,4
West Virginia ,Fabricated metal product ,26
West Virginia ,Architectural and structural metals ,5
West Virginia ,Ornamental and architectural metal products ,5
West Virginia ,Sheet metal work ,3
West Virginia ,"Machine shops; turned product; and screw, nut, and bolt ",13
West Virginia ,Machine shops,13
West Virginia ,Machine shops,13
West Virginia ,Other fabricated metal product ,3
West Virginia ,All other fabricated metal product ,3
West Virginia ,Machinery ,19
West Virginia ,"Agriculture, construction, and mining machinery ",13
West Virginia ,Mining and oil and gas field machinery ,11
West Virginia ,Mining machinery and equipment ,10
Wisconsin,,8995
Wisconsin,Food ,949
Wisconsin,Animal food ,82
Wisconsin,Animal food ,82
Wisconsin,Dog and cat food ,15
Wisconsin,Other animal food ,67
Wisconsin,Grain and oilseed milling,27
Wisconsin,Flour milling and malt ,18
Wisconsin,Flour milling,12
Wisconsin,Malt ,6
Wisconsin,Starch and vegetable fats and oils ,6
Wisconsin,Soybean and other oilseed processing,3
Wisconsin,Breakfast cereal ,3
Wisconsin,Breakfast cereal ,3
Wisconsin,Sugar and confectionery product ,65
Wisconsin,Nonchocolate confectionery ,15
Wisconsin,Nonchocolate confectionery ,15
Wisconsin,Chocolate and chocolate confectionery ,50
Wisconsin,Chocolate and confectionery  from cacao beans,7
Wisconsin,Confectionery  from purchased chocolate,43
Wisconsin,Fruit and vegetable preserving and specialty food ,83
Wisconsin,Frozen food ,39
Wisconsin,"Frozen fruit, juice, and vegetable ",15
Wisconsin,Frozen specialty food ,24
Wisconsin,"Fruit and vegetable canning, pickling, and drying",44
Wisconsin,Fruit and vegetable canning,38
Wisconsin,Dried and dehydrated food ,5
Wisconsin,Dairy product ,229
Wisconsin,Dairy product (except frozen) ,223
Wisconsin,Fluid milk ,13
Wisconsin,Creamery butter ,6
Wisconsin,Cheese ,173
Wisconsin,"Dry, condensed, and evaporated dairy product ",31
Wisconsin,Ice cream and frozen dessert ,6
Wisconsin,Ice cream and frozen dessert ,6
Wisconsin,Animal slaughtering and processing,139
Wisconsin,Animal slaughtering and processing,139
Wisconsin,Animal (except poultry) slaughtering,57
Wisconsin,Meat processed from carcasses,70
